,ClassificationCode,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,STUDENTAID_MEN,STUDENTAID_WOMEN,STUDENTAID_TOTAL,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,RECRUITEXP_TOTAL,HDCOACH_SALARY_MEN,HDCOACH_SALARY_WOMEN,NUM_HDCOACH_MEN,NUM_HDCOACH_WOMEN,HDCOACH_SAL_FTE_MEN,HDCOACH_SAL_FTE_WOMN,FTE_HDCOACH_MEN,FTE_HDCOACH_WOMEN,ASCOACH_SALARY_MEN,ASCOACH_SALARY_WOMEN,NUM_ASCOACH_MEN,NUM_ASCOACH_WOMEN,ASCOACH_SAL_FTE_MEN,ASCOACH_SAL_FTE_WOMN,FTE_ASCOACH_MEN,FTE_ASCOACH_WOMEN,IL_PARTIC_MEN,IL_PARTIC_WOMEN,IL_SUM_PARTIC_MEN,IL_SUM_PARTIC_WOMEN,IL_OPEXPPERPART_MEN,IL_OPEXPPERTEAM_MEN,IL_OPEXPPERPART_WOMEN,IL_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_MENWOMEN,IL_SUM_OPEXPPERPART_MEN,IL_SUM_OPEXPPERTEAM_MEN,IL_SUM_OPEXPPERPART_WOMEN,IL_SUM_OPEXPPERTEAM_WOMEN,IL_MEN_FTHEADCOACH_MALE,IL_MEN_PTHEADCOACH_MALE,IL_MEN_FTUNIVEMPLOY_MALE,IL_MEN_PTUNIVEMPLOY_MALE,IL_MEN_FTHEADCOACH_FEM,IL_MEN_PTHEADCOACH_FEM,IL_MEN_FTUNIVEMPLOY_FEM,IL_MEN_PTUNIVEMPLOY_FEM,IL_MEN_TOTAL_HEADCOACH,IL_WOMEN_FTHDCOACH_MALE,IL_WOMEN_PTHDCOACH_MALE,IL_WOMEN_FTUNIVEMP_MALE,IL_WOMEN_PTUNIVEMP_MALE,IL_WOMEN_FTHDCOACH_FEM,IL_WOMEN_PTHDCOACH_FEM,IL_WOMEN_FTUNIVEMP_FEM,IL_WOMEN_PTUNIVEMP_FEM,IL_WOMEN_TOTAL_HDCOACH,IL_SUM_FTHDCOACH_MALE,IL_SUM_PTHDCOACH_MALE,IL_SUM_FTUNIVEMP_MALE,IL_SUM_PTUNIVEMP_MALE,IL_SUM_FTHDCOACH_FEM,IL_SUM_PTHDCOACH_FEM,IL_SUM_FTUNIVEMP_FEM,IL_SUM_PTUNIVEMP_FEM,IL_SUM_TOTAL_HDCOACH,IL_MEN_FTASCOACH_MALE,IL_MEN_PTASCOACH_MALE,IL_MEN_FTACUNIVEMP_MALE,IL_MEN_PTACUNIVEMP_MALE,IL_MEN_FTASSTCOACH_FEM,IL_MEN_PTASSTCOACH_FEM,IL_MEN_FTACUNIVEMP_FEM,IL_MEN_PTACUNIVEMP_FEM,IL_MEN_TOTAL_ASSTCOACH,IL_WOMEN_FTASCOACH_MALE,IL_WOMEN_PTASCOACH_MALE,IL_WOMEN_FTACUNEMP_MALE,IL_WOMEN_PTACUNEMP_MALE,IL_WOMEN_FTASTCOACH_FEM,IL_WOMEN_PTASTCOACH_FEM,IL_WOMN_FTACUNIVEMP_FEM,IL_WOMN_PTACUNIVEMP_FEM,IL_WOMEN_TOTAL_ASTCOACH,IL_SUM_FTASCOACH_MALE,IL_SUM_PTASCOACH_MALE,IL_SUM_FTACUNIVEMP_MALE,IL_SUM_PTACUNIVEMP_MALE,IL_SUM_FTASCOACH_FEM,IL_SUM_PTASCOACH_FEM,IL_SUM_FTACUNIVEMP_FEM,IL_SUM_PTACUNIVEMP_FEM,IL_SUM_TOTAL_ASSTCOACH,IL_REV_MEN,IL_REV_WOMEN,IL_TOTAL_REV_MENWOMEN,IL_REVENUE_MENALL,IL_REVENUE_WOMENALL,IL_TOTAL_REVENUE_ALL,IL_EXP_MEN,IL_EXP_WOMEN,IL_TOTAL_EXP_MENWOMEN,IL_EXPENSE_MENALL,IL_EXPENSE_WOMENALL,IL_TOTAL_EXPENSE_ALL,UNDUP_CT_PARTIC_MEN,UNDUP_CT_PARTIC_WOMEN,TOT_REVENUE_ALL_NOTALLOC,TOT_EXPENSE_ALL_NOTALLOC,GRND_TOTAL_REVENUE,GRND_TOTAL_EXPENSE,cluster,PC1,PC2,university
1482,4,3550,4628,8178,1,363596.0,248139.0,611735,59,41,27869.0,12101.0,39970,86373.0,80825.0,8.0,8.0,106305.0,99477.0,6.5,6.5,59629.0,41553.0,9.0,6.0,74022.0,66485.0,7.25,3.75,268.0,224.0,268,224,15336.0,421537.0,17107.0,394509.0,816046.0,15336,421537,17107,394509,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,4.0,0.0,4.0,0.0,4.0,0.0,8.0,6,6,12,0,4,0,4,0,16,6.0,7.0,7.0,6.0,0.0,4.0,2.0,2.0,17.0,0.0,1.0,0.0,1.0,2.0,9.0,5.0,6.0,12.0,6,8,7,7,2,13,7,8,29,1111904.0,1443445.0,2555349.0,1111904,1443445,2555349,1100758.0,1408151.0,2508909.0,1100758,1408151,2508909,236,182,1513552,1498881,5469616,5429379,2,2.5000218111635824,0.3772326442905778,Bloomsburg University of Pennsylvania
1483,2,1741,1784,3525,2,6157745.0,7024126.0,13181871,47,53,352215.0,138408.0,490623,98171.0,70368.0,11.0,12.0,113672.0,80421.0,9.5,10.5,40513.0,28807.0,26.0,25.0,51508.0,38823.0,20.45,18.55,448.0,480.0,448,480,98272.0,2512140.0,56634.0,1548878.0,4061018.0,98272,2512140,56634,1548878,8.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,6.0,0.0,6.0,0.0,6.0,0.0,12.0,11,6,17,0,6,0,6,0,23,17.0,13.0,20.0,10.0,0.0,6.0,3.0,3.0,36.0,5.0,10.0,8.0,7.0,10.0,7.0,13.0,4.0,32.0,22,23,28,17,10,13,16,7,68,4605719.0,9505131.0,14110850.0,4605719,9505131,14110850,4605719.0,9505131.0,14110850.0,4605719,9505131,14110850,360,361,4432029,4432029,28439815,28439815,1,17.034728639195706,2.5441080494603447,Bucknell University
1484,14,1364,1376,2740,4,0.0,0.0,0,0,0,0.0,0.0,0,4740.0,4400.0,5.0,6.0,29625.0,40000.0,0.8,0.66,2600.0,2500.0,4.0,4.0,26000.0,25000.0,0.4,0.4,57.0,55.0,57,55,4005.0,41473.0,4145.0,36780.0,78253.0,4005,41473,4145,36780,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,6.0,0,9,4,5,0,2,0,2,11,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,4.0,0,7,1,6,0,3,0,3,10,59133.0,57190.0,116323.0,59133,57190,116323,59133.0,57190.0,116323.0,59133,57190,116323,56,48,43870,43870,192643,192643,0,-6.34588413000518,-1.457844571726879,Bucks County Community College
1485,14,718,827,1545,4,0.0,0.0,0,0,0,0.0,0.0,0,5069.0,5360.0,3.0,3.0,30414.0,34957.0,0.5,0.46,2247.0,1435.0,3.0,4.0,19260.0,14350.0,0.35,0.4,36.0,34.0,36,34,4906.0,55337.0,5425.0,61512.0,116849.0,4906,55337,5425,61512,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0,5,4,1,0,1,0,1,6,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,3.0,7.0,0,5,0,5,0,5,2,3,10,44236.0,56079.0,100315.0,44236,56079,100315,44236.0,56079.0,100315.0,44236,56079,100315,32,30,122003,122003,282620,282620,0,-6.449912336970757,-2.9478065657790564,Butler County Community College
1486,7,519,864,1383,2,0.0,0.0,0,0,0,3079.0,7220.0,10299,21571.0,16827.0,8.0,10.0,49305.0,48077.0,3.5,3.5,3218.0,2661.0,19.0,24.0,30119.0,30125.0,2.03,2.12,155.0,177.0,155,177,9207.0,196481.0,13312.0,234911.0,431392.0,9207,196481,13312,234911,0.0,7.0,6.0,1.0,0.0,1.0,1.0,0.0,8.0,0.0,3.0,1.0,2.0,0.0,7.0,5.0,2.0,10.0,0,10,7,3,0,8,6,2,18,0.0,16.0,2.0,14.0,0.0,3.0,0.0,3.0,19.0,0.0,5.0,0.0,5.0,0.0,19.0,1.0,18.0,24.0,0,21,2,19,0,22,1,21,43,519762.0,584867.0,1104629.0,519762,584867,1104629,447503.0,512307.0,959810.0,447503,512307,959810,143,132,830162,838647,2172701,2002775,3,-2.1084709440087126,7.096504643420989,Cabrini University
1487,4,2161,2442,4603,1,687534.0,649916.0,1337450,51,49,19289.0,9675.0,28964,72091.0,72844.0,6.0,8.0,78645.0,83489.0,5.5,6.98,30367.0,25543.0,12.0,8.0,45779.0,45613.0,7.96,4.48,219.0,156.0,219,156,16063.0,418007.0,22649.0,347493.0,765500.0,16063,418007,22649,347493,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,5.0,1.0,2.0,0.0,2.0,0.0,8.0,9,3,11,1,2,0,2,0,14,6.0,8.0,7.0,7.0,0.0,2.0,1.0,1.0,16.0,0.0,3.0,1.0,2.0,3.0,5.0,4.0,4.0,11.0,6,11,8,9,3,7,5,5,27,1010902.0,1781671.0,2792573.0,1010902,1781671,2792573,1010902.0,1761403.0,2772305.0,1010902,1761403,2772305,192,99,1433066,1285531,6554246,6386443,2,1.2764178699161788,-1.2109891079569566,California University of Pennsylvania
1488,10,154,939,1093,2,216000.0,539000.0,755000,29,71,4000.0,7000.0,11000,6025.0,6185.0,4.0,7.0,34928.0,34915.0,0.69,1.24,3250.0,2868.0,6.0,14.0,25000.0,26073.0,0.78,1.54,47.0,108.0,47,108,13137.0,175541.0,22720.0,363283.0,538824.0,13137,175541,22720,363283,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,2.0,7.0,0,9,0,9,0,2,0,2,11,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,8.0,0.0,8.0,14.0,0,12,0,12,0,8,0,8,20,253279.0,811729.0,1065008.0,253279,811729,1065008,253209.0,811729.0,1064938.0,253209,811729,1064938,47,108,354510,354510,1789294,1789294,0,-5.091385009853607,-0.21030821979549236,Carlow University
1489,6,3261,2807,6068,2,0.0,0.0,0,0,0,88184.0,41539.0,129723,43165.0,40453.0,8.0,8.0,69064.0,66046.0,5.0,4.9,14142.0,9419.0,20.0,14.0,39837.0,29304.0,7.1,4.5,359.0,220.0,359,220,20242.0,588473.0,22545.0,426246.0,1014719.0,20242,588473,22545,426246,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,8.0,0,14,14,0,0,2,2,0,16,0.0,18.0,7.0,11.0,0.0,2.0,1.0,1.0,20.0,0.0,7.0,2.0,5.0,0.0,7.0,4.0,3.0,14.0,0,25,9,16,0,9,5,4,34,677226.0,829713.0,1506939.0,677226,829713,1506939,677226.0,829713.0,1506939.0,677226,829713,1506939,271,161,1921276,1848806,4460033,4387563,3,0.013484629619641099,3.5470571863421156,Carnegie Mellon University
1491,20,144,182,326,3,0.0,0.0,0,0,0,0.0,0.0,0,4750.0,4500.0,4.0,4.0,39583.0,41860.0,0.48,0.43,2500.0,1667.0,4.0,6.0,38462.0,38469.0,0.26,0.26,48.0,36.0,48,36,1638.0,23013.0,2066.0,21526.0,44539.0,1638,23013,2066,21526,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,0,5,0,5,0,3,0,3,8,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,6.0,0,7,0,7,0,3,0,3,10,34770.0,31141.0,65911.0,34770,31141,65911,32400.0,29881.0,62281.0,32400,29881,62281,48,36,21050,12000,160741,120062,0,-7.042326945795792,-2.0690529572579455,Central Penn College
1492,7,139,567,706,2,0.0,0.0,0,0,0,12882.0,21684.0,34566,29748.0,35539.0,3.0,7.0,44622.0,45231.0,2.0,5.5,2250.0,2770.0,4.0,10.0,22500.0,27700.0,0.4,1.0,56.0,124.0,56,124,4626.0,100997.0,16018.0,277296.0,378293.0,4626,100997,16018,277296,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0,7.0,3,4,6,1,2,1,2,1,10,0.0,7.0,0.0,7.0,0.0,1.0,0.0,1.0,8.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,15.0,0,14,0,14,0,9,0,9,23,99737.0,702964.0,802701.0,99737,702964,802701,99737.0,698044.0,797781.0,99737,698044,797781,48,101,410334,410334,1441152,1433732,0,-3.7574333831973097,-0.17273045393153014,Chatham University
1493,5,414,674,1088,2,680939.0,745828.0,1426767,48,52,7253.0,5173.0,12426,20821.0,17277.0,8.0,8.0,48704.0,42011.0,3.42,3.29,3265.0,3094.0,20.0,8.0,19969.0,19961.0,3.27,1.24,216.0,133.0,216,133,8956.0,231497.0,7154.0,104223.0,335720.0,8956,231497,7154,104223,0.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,2.0,3.0,0.0,3.0,2.0,1.0,8.0,0,13,7,6,0,3,2,1,16,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,4.0,0.0,4.0,0.0,9.0,1.0,8.0,13.0,0,31,0,31,0,9,1,8,40,910556.0,832389.0,1742945.0,910556,832389,1742945,910556.0,832389.0,1742945.0,910556,832389,1742945,211,128,1078049,1076721,3447379,3446051,3,-2.681041891829438,3.9416930949535813,Chestnut Hill College
1494,4,342,315,657,1,133627.0,127929.0,261556,51,49,7743.0,1223.0,8966,47173.0,58842.0,3.0,3.0,56608.0,70610.0,2.5,2.5,21971.0,11879.0,9.0,4.0,42708.0,25274.0,4.63,1.88,154.0,71.0,154,71,4845.0,197829.0,5139.0,66357.0,264186.0,4845,197829,5139,66357,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,2,0,2,0,2,2,4,0,6,3.0,8.0,4.0,7.0,0.0,1.0,0.0,1.0,12.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,4.0,3,9,5,7,1,3,1,3,16,175394.0,293215.0,468609.0,175394,293215,468609,175394.0,293215.0,468609.0,175394,293215,468609,121,35,752079,737859,2201114,2141292,0,-3.8223184661711525,-3.1644063313229833,Cheyney University of Pennsylvania
1495,4,1350,2217,3567,1,567665.0,568945.0,1136610,50,50,34805.0,22943.0,57748,43959.0,35985.0,6.0,9.0,62799.0,49445.0,4.2,6.55,47239.0,35010.0,7.0,4.0,50873.0,46680.0,6.5,3.0,191.0,219.0,191,219,12672.0,355018.0,20275.0,367125.0,722143.0,12672,355018,20275,367125,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,9.0,6,6,8,4,2,1,2,1,15,6.0,5.0,7.0,4.0,0.0,1.0,1.0,0.0,12.0,2.0,4.0,3.0,3.0,0.0,4.0,2.0,2.0,10.0,8,9,10,7,0,5,3,2,22,755814.0,1379714.0,2135528.0,755814,1379714,2135528,826759.0,1341748.0,2168507.0,826759,1341748,2168507,191,158,1013857,810301,4857567,4532504,2,-0.004524313993180113,-1.031089529526335,Clarion University of Pennsylvania
1496,14,1833,1720,3553,4,0.0,0.0,0,0,0,0.0,0.0,0,4786.0,3133.0,4.0,3.0,15953.0,15931.0,1.2,0.59,1150.0,1100.0,4.0,1.0,15333.0,15714.0,0.3,0.07,41.0,21.0,41,21,6799.0,59451.0,5134.0,37049.0,96500.0,6799,59451,5134,37049,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,7,0,7,0,0,0,0,7,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,4,0,4,0,1,0,1,5,69558.0,24087.0,93645.0,69558,24087,93645,69558.0,24087.0,93645.0,69558,24087,93645,41,21,67354,67354,233544,233544,0,-7.163103384565119,-3.5166669791361973,Delaware County Community College
1497,6,723,1043,1766,2,0.0,0.0,0,0,0,55923.0,15923.0,71846,22571.0,19976.0,11.0,11.0,63662.0,54934.0,3.9,4.0,9158.0,2546.0,30.0,18.0,31762.0,22033.0,8.65,2.08,390.0,147.0,390,147,6795.0,196920.0,6477.0,72128.0,269048.0,6795,196920,6477,72128,3.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,3.0,4.0,2.0,2.0,3.0,1.0,11.0,3,15,12,6,2,2,3,1,22,4.0,28.0,9.0,23.0,0.0,2.0,0.0,2.0,34.0,0.0,4.0,1.0,3.0,0.0,15.0,0.0,15.0,19.0,4,32,10,26,0,17,0,17,53,401054.0,352147.0,753201.0,401054,352147,753201,401054.0,352147.0,753201.0,401054,352147,753201,345,122,961279,961279,2563030,2563030,3,-0.4958138906254169,7.903818243597606,Delaware Valley University
1498,6,981,1375,2356,2,0.0,0.0,0,0,0,46607.0,31877.0,78484,32436.0,26229.0,12.0,13.0,77076.0,54996.0,5.05,6.2,6838.0,3532.0,28.0,22.0,23349.0,14128.0,8.2,5.5,371.0,303.0,371,303,13281.0,376276.0,13493.0,262568.0,638844.0,13281,376276,13493,262568,0.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,7.0,2.0,0.0,4.0,4.0,0.0,13.0,0,21,18,3,0,4,4,0,25,2.0,27.0,4.0,25.0,0.0,5.0,0.0,5.0,34.0,0.0,14.0,0.0,14.0,1.0,13.0,1.0,13.0,28.0,2,41,4,39,1,18,1,18,62,800808.0,919103.0,1719911.0,800808,919103,1719911,748227.0,839008.0,1587235.0,748227,839008,1587235,309,223,1666991,1654060,4099217,3896056,3,1.3231996128455699,11.396607940195958,Dickinson College
1499,3,7455,5803,13258,2,4944823.0,4730352.0,9675175,51,49,199481.0,86565.0,286046,109026.0,75280.0,9.0,9.0,150959.0,96789.0,6.5,7.0,48982.0,44512.0,15.0,17.0,57626.0,53102.0,12.75,14.25,262.0,210.0,262,210,51400.0,1216102.0,52015.0,995523.0,2211625.0,51400,1216102,52015,995523,4.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,6.0,0.0,3.0,0.0,3.0,0.0,9.0,6,9,14,1,3,0,3,0,18,11.0,0.0,11.0,0.0,0.0,4.0,3.0,1.0,15.0,2.0,0.0,2.0,0.0,9.0,6.0,12.0,3.0,17.0,13,0,13,0,9,10,15,4,32,6126381.0,5843105.0,11969486.0,6126381,5843105,11969486,6126381.0,5843105.0,11969486.0,6126381,5843105,11969486,262,208,5280198,5280198,22265036,22265036,1,10.512574688196441,-2.0401891368321223,Drexel University
1500,2,2165,3686,5851,2,3341055.0,4261204.0,7602259,44,56,394846.0,181424.0,576270,166074.0,65411.0,6.0,10.0,221432.0,76954.0,4.5,8.5,43875.0,34665.0,23.0,19.0,60246.0,46220.0,16.75,14.25,195.0,308.0,195,308,73508.0,1613425.0,70756.0,1296942.0,2910367.0,73508,1613425,70756,1296942,3.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0,2.0,6.0,0.0,3.0,1.0,4.0,0.0,10.0,7,4,11,0,3,2,5,0,16,11.0,12.0,12.0,11.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,5.0,4.0,6.0,4.0,6.0,4.0,19.0,15,17,17,15,6,4,6,4,42,1546994.0,5525343.0,7072337.0,1546994,5525343,7072337,1546994.0,5525343.0,7072337.0,1546994,5525343,7072337,178,232,3765782,3765782,20566765,20566765,1,8.32651637550697,-1.1649602259465694,Duquesne University
1501,4,2435,3181,5616,1,579333.0,562452.0,1141785,51,49,25627.0,30453.0,56080,97816.0,73233.0,6.0,10.0,111790.0,89309.0,5.25,8.2,45962.0,48994.0,11.0,7.0,73808.0,71450.0,6.85,4.8,276.0,323.0,276,323,14070.0,515649.0,23130.0,537037.0,1052686.0,14070,515649,23130,537037,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,2.0,2.0,6.0,0.0,6.0,0.0,10.0,5,5,8,2,6,0,6,0,16,5.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,7.0,6,6,6,6,3,3,3,3,18,1057074.0,2116175.0,3173249.0,1057074,2116175,3173249,1039904.0,2176699.0,3216603.0,1039904,2176699,3216603,236,258,2055798,1917810,7317417,7109369,2,2.4900923871446166,-1.222744373686056,East Stroudsburg University of Pennsylvania
1502,7,554,1204,1758,2,0.0,0.0,0,0,0,7647.0,12334.0,19981,20324.0,18031.0,7.0,9.0,43112.0,42931.0,3.3,3.78,1839.0,1742.0,21.0,16.0,42438.0,44955.0,0.91,0.62,214.0,190.0,214,190,11016.0,278315.0,14095.0,204004.0,482319.0,11016,278315,14095,204004,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,5.0,1.0,0.0,3.0,1.0,2.0,9.0,0,13,11,2,0,3,1,2,16,0.0,24.0,3.0,21.0,0.0,3.0,0.0,3.0,27.0,0.0,8.0,1.0,7.0,0.0,13.0,0.0,13.0,21.0,0,32,4,28,0,16,0,16,48,535129.0,487561.0,1022690.0,535129,487561,1022690,506167.0,469189.0,975356.0,506167,469189,975356,179,148,644609,644609,1951801,1895628,3,-2.055263455916384,6.149001331413179,Eastern University
1503,4,1824,2522,4346,1,601479.0,726892.0,1328371,45,55,31836.0,33057.0,64893,55782.0,52823.0,7.0,9.0,83435.0,67722.0,4.68,7.02,34732.0,23731.0,10.0,8.0,47254.0,46304.0,7.35,4.1,213.0,193.0,213,193,13082.0,378525.0,23481.0,407901.0,786426.0,13082,378525,23481,407901,3.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,7.0,3.0,3.0,6.0,0.0,2.0,1.0,3.0,0.0,9.0,6,6,12,0,2,2,4,0,16,6.0,12.0,7.0,11.0,0.0,2.0,0.0,2.0,20.0,1.0,5.0,2.0,4.0,1.0,10.0,1.0,10.0,17.0,7,17,9,15,1,12,1,12,37,947554.0,1753399.0,2700953.0,947554,1753399,2700953,947554.0,1753399.0,2700953.0,947554,1753399,2700953,199,168,2198473,2198473,6691948,6691948,2,1.3773194872606795,1.8212649819761726,Edinboro University of Pennsylvania
1504,7,652,1050,1702,2,0.0,0.0,0,0,0,9868.0,10101.0,19969,21967.0,17488.0,10.0,10.0,57808.0,52203.0,3.8,3.35,2582.0,1687.0,15.0,19.0,20277.0,19664.0,1.91,1.63,281.0,245.0,281,245,6340.0,182241.0,7433.0,159026.0,341267.0,6340,182241,7433,159026,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,1.0,4.0,0.0,5.0,4.0,1.0,10.0,0,15,6,9,0,5,4,1,20,0.0,16.0,0.0,16.0,0.0,6.0,0.0,6.0,22.0,0.0,8.0,0.0,8.0,0.0,18.0,0.0,18.0,26.0,0,24,0,24,0,24,0,24,48,656285.0,517759.0,1174044.0,656285,517759,1174044,656285.0,517759.0,1174044.0,656285,517759,1174044,230,183,711720,711720,2149633,2149633,3,-1.8598915150274866,8.886818624256554,Elizabethtown College
1505,6,1044,1178,2222,2,0.0,0.0,0,0,0,60838.0,33519.0,94357,42435.0,32459.0,13.0,14.0,69043.0,58335.0,7.99,7.79,8889.0,5385.0,31.0,24.0,40884.0,40388.0,6.74,3.2,362.0,288.0,362,288,27150.0,671164.0,26109.0,498035.0,1169199.0,27150,671164,26109,498035,1.0,12.0,11.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,9.0,6.0,3.0,0.0,5.0,5.0,0.0,14.0,1,21,17,5,0,5,5,0,27,0.0,30.0,5.0,25.0,0.0,7.0,1.0,6.0,37.0,0.0,15.0,0.0,15.0,0.0,16.0,4.0,12.0,31.0,0,45,5,40,0,23,5,18,68,1589138.0,1409260.0,2998398.0,1589138,1409260,2998398,1576469.0,1406083.0,2982552.0,1576469,1406083,2982552,355,251,1428265,1428265,5320410,5304564,3,3.0671154111648287,12.715018960154897,Franklin and Marshall College
1506,4,1101,1370,2471,2,2608539.0,1465298.0,4191806,62,35,44932.0,22306.0,72086,46328.0,35120.0,9.0,10.0,61047.0,49050.0,6.83,7.16,20983.0,14765.0,19.0,11.0,34133.0,20637.0,11.68,7.87,279.0,199.0,283,238,17489.0,449636.0,24338.0,494438.0,944074.0,19859,459115,26708,586858,5.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,5.0,7.0,1.0,2.0,0.0,2.0,0.0,10.0,8,9,15,2,3,0,3,0,20,9.0,14.0,11.0,12.0,0.0,2.0,0.0,2.0,25.0,1.0,8.0,3.0,6.0,3.0,4.0,4.0,3.0,16.0,10,22,14,18,5,6,6,5,43,1722799.0,2368056.0,4090855.0,1756353,2695208,4451561,1659445.0,2146224.0,3805669.0,1691901,2462673,4154574,282,233,1100790,1128458,8942808,8598737,2,3.6450149846728963,2.1422794710326776,Gannon University
1507,6,652,652,1304,2,0.0,0.0,0,0,0,41866.0,21264.0,63130,35857.0,31143.0,7.0,7.0,38615.0,36334.0,6.5,6.0,8310.0,4655.0,20.0,8.0,22924.0,21280.0,7.25,1.75,293.0,157.0,293,157,5601.0,242429.0,6672.0,122878.0,365307.0,5601,242429,6672,122878,4.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,3.0,3.0,0.0,3.0,1.0,4.0,0.0,7.0,4,5,9,0,3,2,5,0,14,3.0,19.0,3.0,19.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0,6.0,0.0,5.0,0.0,5.0,11.0,3,25,3,25,0,5,0,5,33,329168.0,364354.0,693522.0,329168,364354,693522,329168.0,364354.0,693522.0,329168,364354,693522,230,113,529834,529834,1904851,1904851,2,-1.7032262436829648,2.5097838881235686,Geneva College
1508,6,1117,1261,2378,2,0.0,0.0,0,0,0,47214.0,22284.0,69498,45077.0,35793.0,10.0,10.0,75128.0,51133.0,6.0,7.0,10815.0,8015.0,26.0,19.0,31243.0,25381.0,9.0,6.0,387.0,293.0,387,293,11271.0,308443.0,11494.0,263505.0,571948.0,11271,308443,11494,263505,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,0.0,0.0,5.0,4.0,1.0,10.0,0,15,15,0,0,5,4,1,20,0.0,24.0,13.0,11.0,0.0,2.0,0.0,2.0,26.0,0.0,7.0,2.0,5.0,0.0,12.0,7.0,5.0,19.0,0,31,15,16,0,14,7,7,45,832591.0,860146.0,1692737.0,832591,860146,1692737,832591.0,860146.0,1692737.0,832591,860146,1692737,340,240,1144536,1144536,3525576,3525576,3,1.0136998875995682,6.824532106264835,Gettysburg College
